Subject,Gait,Sensor,TP,FP,FN,PPV,Sensitivity,RCA,SDA
18,irregular,2,52,229,230,0.18505338078291814,0.18439716312056736,1.1190,0.18472468916518647
18,semiregular,2,353,32,861,0.9168831168831169,0.2907742998352554,0.4844,0.4415259537210757
18,regular,3,1022,2,40,0.998046875,0.9623352165725048,0.9828,0.9798657718120806
18,irregular,3,215,136,137,0.6125356125356125,0.6107954545454546,1.3968,0.6116642958748222
18,semiregular,3,748,40,65,0.949238578680203,0.9200492004920049,0.9850,0.934415990006246
19,regular,1,690,0,769,1.0,0.4729266620973269,0.6441,0.6421591437878083
19,irregular,1,108,353,354,0.23427331887201736,0.23376623376623376,1.8857,0.23401950162513543
19,semiregular,1,452,53,548,0.8950495049504951,0.452,0.6720,0.6006644518272425
19,regular,2,714,1,720,0.9986013986013986,0.497907949790795,0.6673,0.6644951140065146
19,irregular,2,75,127,211,0.3712871287128713,0.26223776223776224,0.8327,0.3073770491803279
19,semiregular,2,362,42,738,0.8960396039603961,0.3290909090909091,0.5392,0.4813829787234043
19,regular,3,1063,1,24,0.9990601503759399,0.9779208831646734,0.9898,0.98837749883775
19,irregular,3,205,21,57,0.9070796460176991,0.7824427480916031,0.9306,0.8401639344262295
19,semiregular,3,618,34,235,0.9478527607361963,0.7245017584994138,0.8672,0.8212624584717607
20,regular,1,917,3,660,0.9967391304347826,0.5814838300570704,0.7394,0.7344813776531839
20,irregular,1,37,143,286,0.20555555555555555,0.11455108359133127,0.7183,0.14711729622266403
20,semiregular,1,531,98,519,0.8441971383147854,0.5057142857142857,0.7515,0.6325193567599762
20,regular,2,1081,6,328,0.9944802207911684,0.7672107877927609,0.8737,0.8661858974358975
20,irregular,2,150,370,373,0.28846153846153844,0.28680688336520077,2.0754,0.28763183125599234
20,semiregular,2,624,124,307,0.8342245989304813,0.6702470461868958,0.8930,0.7432995830851697
20,regular,3,1247,61,63,0.9533639143730887,0.9519083969465649,1.0472,0.9526355996944231
20,irregular,3,214,290,292,0.4246031746031746,0.42292490118577075,2.0079,0.42376237623762375
20,semiregular,3,770,94,96,0.8912037037037037,0.8891454965357968,1.0297,0.8901734104046243
21,regular,1,319,0,1200,1.0,0.21000658327847269,0.3489,0.3471164309031556
21,irregular,1,117,384,384,0.23353293413173654,0.23353293413173654,2.4608,0.23353293413173654
21,semiregular,1,273,94,456,0.7438692098092643,0.37448559670781895,0.6721,0.49817518248175185
21,regular,2,613,1,610,0.998371335504886,0.5012264922322158,0.6707,0.6673924877517692
21,irregular,2,75,148,149,0.336322869955157,0.33482142857142855,1.0980,0.33557046979865773
21,semiregular,2,374,91,256,0.8043010752688172,0.5936507936507937,0.8525,0.6831050228310502
21,regular,3,789,1,259,0.9987341772151899,0.7528625954198473,0.8609,0.8585418933623504
21,irregular,3,184,345,347,0.34782608695652173,0.3465160075329567,2.6029,0.3471698113207547
21,semiregular,3,437,144,148,0.7521514629948365,0.747008547008547,1.0656,0.7495711835334476
22,regular,1,492,2,903,0.9959514170040485,0.35268817204301073,0.5254,0.5209105346744309
22,irregular,1,111,411,414,0.21264367816091953,0.21142857142857144,2.1255,0.21203438395415475
22,semiregular,1,348,79,629,0.8149882903981265,0.3561924257932446,0.6074,0.49572649572649563
22,regular,2,593,7,697,0.9883333333333333,0.45968992248062013,0.6364,0.6275132275132275
22,irregular,2,41,168,242,0.19617224880382775,0.14487632508833923,0.8543,0.16666666666666666
22,semiregular,2,394,77,539,0.8365180467091295,0.42229367631296894,0.6728,0.5612535612535613
22,regular,3,785,3,317,0.9961928934010152,0.7123411978221416,0.8351,0.8306878306878307
22,irregular,3,208,337,338,0.381651376146789,0.38095238095238093,2.2105,0.38130155820348305
22,semiregular,3,568,38,230,0.9372937293729373,0.7117794486215538,0.8649,0.809116809116809
23,regular,1,169,9,1649,0.949438202247191,0.09295929592959296,0.1802,0.1693386773547094
23,irregular,1,136,901,903,0.13114754098360656,0.13089509143407121,3.9060,0.13102119460500963
23,semiregular,1,235,39,1159,0.8576642335766423,0.16857962697274032,0.3305,0.28177458033573144
23,regular,2,637,14,708,0.978494623655914,0.47360594795539035,0.6537,0.6382765531062126
23,irregular,2,45,326,325,0.12129380053908356,0.12162162162162163,1.3985,0.12145748987854252
23,semiregular,2,225,27,1191,0.8928571428571429,0.15889830508474576,0.3042,0.2697841726618705
23,regular,3,744,4,504,0.9946524064171123,0.5961538461538461,0.7508,0.7454909819639278
23,irregular,3,215,580,583,0.27044025157232704,0.2694235588972431,3.0000,0.26993094789704963
23,semiregular,3,722,118,121,0.8595238095238096,0.8564650059311981,1.0096,0.8579916815210933
24,regular,1,505,2,1143,0.9960552268244576,0.30643203883495146,0.4727,0.46867749419953597
24,irregular,1,64,437,440,0.1277445109780439,0.12698412698412698,2.0405,0.12736318407960198
24,semiregular,1,329,39,661,0.8940217391304348,0.3323232323232323,0.5441,0.48453608247422675
24,regular,2,648,3,856,0.9953917050691244,0.4308510638297872,0.6061,0.6013921113689095
